document_id,selected_occupation,source_type,source_name,source_reference,document_text
RAG_DOC_0165,Software Developer,O*NET Skill,O*NET,15-1252.00,"For Software Developer, O*NET identifies Mathematics as a relevant skill. The skill importance score is 2.75 and the required level is 3.25. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0166,Software Developer,O*NET Skill,O*NET,15-1252.00,"For Software Developer, O*NET identifies Monitoring as a relevant skill. The skill importance score is 3.00 and the required level is 3.50. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0167,Software Developer,O*NET Skill,O*NET,15-1252.00,"For Software Developer, O*NET identifies Reading Comprehension as a relevant skill. The skill importance score is 3.50 and the required level is 4.25. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0168,Software Developer,O*NET Skill,O*NET,15-1252.00,"For Software Developer, O*NET identifies Science as a relevant skill. The skill importance score is 2.12 and the required level is 1.88. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0169,Software Developer,O*NET Skill,O*NET,15-1252.00,"For Software Developer, O*NET identifies Speaking as a relevant skill. The skill importance score is 3.12 and the required level is 3.62. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0170,Software Developer,O*NET Skill,O*NET,15-1252.00,"For Software Developer, O*NET identifies Writing as a relevant skill. The skill importance score is 3.25 and the required level is 3.62. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0171,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Count money and make bank deposits.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0172,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Establish standards for personnel performance and customer service.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0173,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Keep records required by government agencies regarding sanitation or food subsidies.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0174,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Schedule staff hours and assign duties.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0175,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Investigate and resolve complaints regarding food quality, service, or accommodations.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0176,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Maintain food and equipment inventories, and keep inventory records.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0177,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Perform some food preparation or service tasks, such as cooking, clearing tables, and serving food and drinks when necessary.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0178,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Monitor budgets and payroll records, and review financial transactions to ensure that expenditures are authorized and budgeted.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0179,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Schedule and receive food and beverage deliveries, checking delivery contents to verify product quality and quantity.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0180,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Coordinate assignments of cooking personnel to ensure economical use of food and timely preparation.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0181,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Organize and direct worker training programs, resolve personnel problems, hire new staff, and evaluate employee performance in dining and lodging facilities.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0182,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Assess staffing needs and recruit staff, using methods such as newspaper advertisements or attendance at job fairs.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0183,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Estimate food, liquor, wine, and other beverage consumption to anticipate amounts to be purchased or requisitioned.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0184,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Monitor food preparation methods, portion sizes, and garnishing and presentation of food to ensure that food is prepared and presented in an acceptable manner.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0185,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Monitor compliance with health and fire regulations regarding food preparation and serving, and building maintenance in lodging and dining facilities.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0186,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Test cooked food by tasting and smelling it to ensure palatability and flavor conformity.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0187,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Order and purchase equipment and supplies.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0188,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Review work procedures and operational problems to determine ways to improve service, performance, or safety.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0189,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Arrange for equipment maintenance and repairs, and coordinate a variety of services, such as waste removal and pest control.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0190,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Monitor employee and patron activities to ensure liquor regulations are obeyed.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0191,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Greet guests, escort them to their seats, and present them with menus and wine lists.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0192,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Record the number, type, and cost of items sold to determine which items may be unpopular or less profitable.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0193,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Plan menus and food utilization, based on anticipated number of guests, nutritional value, palatability, popularity, and costs.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0194,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Review menus and analyze recipes to determine labor and overhead costs, and assign prices to menu items.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0195,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Take dining reservations.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0196,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Create specialty dishes and develop recipes to be used in dining facilities.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0197,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Schedule use of facilities or catering services for events such as banquets or receptions, and negotiate details of arrangements with clients.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0198,Restaurant Manager,O*NET Task,O*NET,11-9051.00,"For Restaurant Manager, O*NET lists the following occupational task: Establish and enforce nutritional standards for dining establishments, based on accepted industry standards.. O*NET occupation: Food Service Managers (11-9051.00)."
RAG_DOC_0199,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Troubleshoot program and system malfunctions to restore normal functioning.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0200,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Provide staff and users with assistance solving computer-related problems, such as malfunctions and program problems.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0201,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0202,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0203,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Coordinate and link the computer systems within an organization to increase compatibility so that information can be shared.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0204,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0205,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0206,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Consult with management to ensure agreement on system principles.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0207,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Specify inputs accessed by the system and plan the distribution and use of the results.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0208,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Expand or modify system to serve new purposes or improve work flow.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0209,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Train staff and users to work with computer systems and programs.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0210,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Assess the usefulness of pre-developed application packages and adapt them to a user environment.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0211,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Determine computer software or hardware needed to set up or alter systems.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0212,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0213,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Develop, document, and revise system design procedures, test procedures, and quality standards.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0214,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Recommend new equipment or software packages.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0215,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Define the goals of the system and devise flow charts and diagrams describing logical operational steps of programs.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0216,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Confer with clients regarding the nature of the information processing or computation needs a computer program is to address.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0217,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0218,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Interview or survey workers, observe job performance, or perform the job to determine what information is processed and how it is processed.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0219,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Supervise computer programmers or other systems analysts or serve as project leaders for particular systems projects.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0220,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Prepare cost-benefit and return-on-investment analyses to aid in decisions on system implementation.. O*NET occupation: Computer Systems Analysts (15-1211.00)."
RAG_DOC_0221,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.01,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Translate nursing practice information between nurses and systems engineers, analysts, or designers, using object-oriented models or other techniques.. O*NET occupation: Health Informatics Specialists (15-1211.01)."
RAG_DOC_0222,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.01,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.. O*NET occupation: Health Informatics Specialists (15-1211.01)."
RAG_DOC_0223,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.01,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Develop or implement policies or practices to ensure the privacy, confidentiality, or security of patient information.. O*NET occupation: Health Informatics Specialists (15-1211.01)."
RAG_DOC_0224,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.01,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Analyze and interpret patient, nursing, or information systems data to improve nursing services.. O*NET occupation: Health Informatics Specialists (15-1211.01)."
RAG_DOC_0225,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.01,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Identify, collect, record, or analyze data relevant to the nursing care of patients.. O*NET occupation: Health Informatics Specialists (15-1211.01)."
RAG_DOC_0226,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.01,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Apply knowledge of computer science, information science, nursing, and informatics theory to nursing practice, education, administration, or research, in collaboration with other health informatics specialists.. O*NET occupation: Health Informatics Specialists (15-1211.01)."
RAG_DOC_0227,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.01,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Develop, implement, or evaluate health information technology applications, tools, processes, or structures to assist nurses with data management.. O*NET occupation: Health Informatics Specialists (15-1211.01)."
RAG_DOC_0228,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.01,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.. O*NET occupation: Health Informatics Specialists (15-1211.01)."
RAG_DOC_0229,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.01,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Disseminate information about nursing informatics science and practice to the profession, other health care professions, nursing students, and the public.. O*NET occupation: Health Informatics Specialists (15-1211.01)."
RAG_DOC_0230,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.01,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Analyze computer and information technologies to determine applicability to nursing practice, education, administration, and research.. O*NET occupation: Health Informatics Specialists (15-1211.01)."
RAG_DOC_0231,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.01,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Develop strategies, policies or procedures for introducing, evaluating, or modifying information technology applied to nursing practice, administration, education, or research.. O*NET occupation: Health Informatics Specialists (15-1211.01)."
RAG_DOC_0232,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.01,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Read current literature, talk with colleagues, and participate in professional organizations or conferences to keep abreast of developments in informatics.. O*NET occupation: Health Informatics Specialists (15-1211.01)."
RAG_DOC_0233,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.01,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Develop or deliver training programs for health information technology, creating operating manuals as needed.. O*NET occupation: Health Informatics Specialists (15-1211.01)."
RAG_DOC_0234,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.01,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Design, conduct, or provide support to nursing informatics research.. O*NET occupation: Health Informatics Specialists (15-1211.01)."
RAG_DOC_0235,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.01,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Inform local, state, national, and international health policies related to information management and communication, confidentiality and security, patient safety, infrastructure development, and economics.. O*NET occupation: Health Informatics Specialists (15-1211.01)."
RAG_DOC_0236,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.01,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Provide consultation to nurses regarding hardware or software configuration.. O*NET occupation: Health Informatics Specialists (15-1211.01)."
RAG_DOC_0237,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1211.01,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Plan, install, repair, or troubleshoot telehealth technology applications or systems in homes.. O*NET occupation: Health Informatics Specialists (15-1211.01)."
RAG_DOC_0238,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1212.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.. O*NET occupation: Information Security Analysts (15-1212.00)."
RAG_DOC_0239,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1212.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Monitor current reports of computer viruses to determine when to update virus protection systems.. O*NET occupation: Information Security Analysts (15-1212.00)."
RAG_DOC_0240,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1212.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Encrypt data transmissions and erect firewalls to conceal confidential information as it is being transmitted and to keep out tainted digital transfers.. O*NET occupation: Information Security Analysts (15-1212.00)."
RAG_DOC_0241,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1212.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Perform risk assessments and execute tests of data processing system to ensure functioning of data processing activities and security measures.. O*NET occupation: Information Security Analysts (15-1212.00)."
RAG_DOC_0242,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1212.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Modify computer security files to incorporate new software, correct errors, or change individual access status.. O*NET occupation: Information Security Analysts (15-1212.00)."
RAG_DOC_0243,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1212.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Review violations of computer security procedures and discuss procedures with violators to ensure violations are not repeated.. O*NET occupation: Information Security Analysts (15-1212.00)."
RAG_DOC_0244,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1212.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Document computer security and emergency measures policies, procedures, and tests.. O*NET occupation: Information Security Analysts (15-1212.00)."
RAG_DOC_0245,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1212.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Confer with users to discuss issues such as computer data access needs, security violations, and programming changes.. O*NET occupation: Information Security Analysts (15-1212.00)."
RAG_DOC_0246,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1212.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Monitor use of data files and regulate access to safeguard information in computer files.. O*NET occupation: Information Security Analysts (15-1212.00)."
RAG_DOC_0247,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1212.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Coordinate implementation of computer system plan with establishment personnel and outside vendors.. O*NET occupation: Information Security Analysts (15-1212.00)."
RAG_DOC_0248,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1212.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Train users and promote security awareness to ensure system security and to improve server and network efficiency.. O*NET occupation: Information Security Analysts (15-1212.00)."
RAG_DOC_0249,Software Developer,O*NET Task,O*NET,15-1252.00,"For Software Developer, O*NET lists the following occupational task: Analyze user needs and software requirements to determine feasibility of design within time and cost constraints.. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0250,Software Developer,O*NET Task,O*NET,15-1252.00,"For Software Developer, O*NET lists the following occupational task: Develop or direct software system testing or validation procedures, programming, or documentation.. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0251,Software Developer,O*NET Task,O*NET,15-1252.00,"For Software Developer, O*NET lists the following occupational task: Confer with systems analysts, engineers, programmers and others to design systems and to obtain information on project limitations and capabilities, performance requirements and interfaces.. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0252,Software Developer,O*NET Task,O*NET,15-1252.00,"For Software Developer, O*NET lists the following occupational task: Modify existing software to correct errors, adapt it to new hardware, or upgrade interfaces and improve performance.. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0253,Software Developer,O*NET Task,O*NET,15-1252.00,"For Software Developer, O*NET lists the following occupational task: Prepare reports or correspondence concerning project specifications, activities, or status.. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0254,Software Developer,O*NET Task,O*NET,15-1252.00,"For Software Developer, O*NET lists the following occupational task: Analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0255,Software Developer,O*NET Task,O*NET,15-1252.00,"For Software Developer, O*NET lists the following occupational task: Store, retrieve, and manipulate data for analysis of system capabilities and requirements.. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0256,Software Developer,O*NET Task,O*NET,15-1252.00,"For Software Developer, O*NET lists the following occupational task: Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design.. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0257,Software Developer,O*NET Task,O*NET,15-1252.00,"For Software Developer, O*NET lists the following occupational task: Determine system performance standards.. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0258,Software Developer,O*NET Task,O*NET,15-1252.00,"For Software Developer, O*NET lists the following occupational task: Consult with customers or other departments on project status, proposals, or technical issues, such as software system design or maintenance.. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0259,Software Developer,O*NET Task,O*NET,15-1252.00,"For Software Developer, O*NET lists the following occupational task: Confer with data processing or project managers to obtain information on limitations or capabilities for data processing projects.. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0260,Software Developer,O*NET Task,O*NET,15-1252.00,"For Software Developer, O*NET lists the following occupational task: Monitor functioning of equipment to ensure system operates in conformance with specifications.. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0261,Software Developer,O*NET Task,O*NET,15-1252.00,"For Software Developer, O*NET lists the following occupational task: Coordinate installation of software system.. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0262,Software Developer,O*NET Task,O*NET,15-1252.00,"For Software Developer, O*NET lists the following occupational task: Supervise the work of programmers, technologists and technicians and other engineering and scientific personnel.. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0263,Software Developer,O*NET Task,O*NET,15-1252.00,"For Software Developer, O*NET lists the following occupational task: Supervise and assign work to programmers, designers, technologists, technicians, or other engineering or scientific personnel.. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0264,Software Developer,O*NET Task,O*NET,15-1252.00,"For Software Developer, O*NET lists the following occupational task: Obtain and evaluate information on factors such as reporting formats required, costs, or security needs to determine hardware configuration.. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0265,Software Developer,O*NET Task,O*NET,15-1252.00,"For Software Developer, O*NET lists the following occupational task: Train users to use new or modified equipment.. O*NET occupation: Software Developers (15-1252.00)."
RAG_DOC_0266,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Identify, analyze, and document problems with program function, output, online screen, or content.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0267,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Document software defects, using a bug tracking system, and report defects to software developers.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0268,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Develop testing programs that address areas such as database impacts, software scenarios, regression testing, negative testing, error or bug retests, or usability.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0269,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Design test plans, scenarios, scripts, or procedures.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0270,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Document test procedures to ensure replicability and compliance with standards.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0271,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Provide feedback and recommendations to developers on software usability and functionality.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0272,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Install, maintain, or use software testing programs.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0273,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Test system modifications to prepare for implementation.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0274,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Create or maintain databases of known test defects.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
RAG_DOC_0275,Information Technology (IT) Analyst,O*NET Task,O*NET,15-1253.00,"For Information Technology (IT) Analyst, O*NET lists the following occupational task: Develop or specify standards, methods, or procedures to determine product quality or release readiness.. O*NET occupation: Software Quality Assurance Analysts and Testers (15-1253.00)."
