candidate_id,selected_occupation,skill,importance,level,candidate_evidence,skill_gap_priority,demand_percentage,prescriptive_priority_score,prescriptive_priority_percentage,skill_priority_rank,cip_program_count,cip_pathway_available,cip_status,education_action,priority_level,demand_level,prescriptive_action,recommended_occupation,hybrid_recommendation_score,recommendation_explanation
Candidate_038,Software Developer,Speaking,3.12,3.62,0.0,0.6739999999999999,22.91,0.496,49.6,2,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,69.0544714738446,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_038,Software Developer,Monitoring,3.0,3.5,0.0,0.6499999999999999,22.91,0.482,48.16,3,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Monitoring as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,69.0544714738446,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_040,Software Developer,Active Listening,3.38,3.88,0.0,0.726,22.91,0.527,52.72,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (52.72%). Review mapped CIP education pathways for this occupation.,Software Developer,58.54757428250029,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_040,Software Developer,Writing,3.25,3.62,0.0,0.687,22.91,0.504,50.38,2,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Writing as a medium-priority skill gap (50.38%). Review mapped CIP education pathways for this occupation.,Software Developer,58.54757428250029,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_040,Software Developer,Speaking,3.12,3.62,0.0,0.6739999999999999,22.91,0.496,49.6,3,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,58.54757428250029,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_041,Office Manager,Speaking,4.0,4.0,0.0,0.8,52.86,0.691,69.14,1,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Speaking as a medium-priority skill gap (69.14%). Review mapped CIP education pathways for this occupation.,Office Manager,74.62495354099771,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_041,Office Manager,Active Listening,4.0,3.88,0.0,0.788,52.86,0.684,68.42,2,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Active Listening as a medium-priority skill gap (68.42%). Review mapped CIP education pathways for this occupation.,Office Manager,74.62495354099771,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_041,Office Manager,Science,1.0,0.0,0.0,0.1,52.86,0.271,27.14,3,13,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Science as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Office Manager,74.62495354099771,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_042,Software Developer,Active Listening,3.38,3.88,0.0,0.726,22.91,0.527,52.72,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (52.72%). Review mapped CIP education pathways for this occupation.,Software Developer,58.54757428250029,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_042,Software Developer,Writing,3.25,3.62,0.0,0.687,22.91,0.504,50.38,2,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Writing as a medium-priority skill gap (50.38%). Review mapped CIP education pathways for this occupation.,Software Developer,58.54757428250029,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_042,Software Developer,Speaking,3.12,3.62,0.0,0.6739999999999999,22.91,0.496,49.6,3,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,58.54757428250029,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_043,Software Developer,Writing,3.25,3.62,0.0,0.687,22.91,0.504,50.38,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Writing as a medium-priority skill gap (50.38%). Review mapped CIP education pathways for this occupation.,Software Developer,79.95615078481131,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_043,Software Developer,Monitoring,3.0,3.5,0.0,0.6499999999999999,22.91,0.482,48.16,2,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Monitoring as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,79.95615078481131,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_044,Software Developer,Active Listening,3.38,3.88,0.0,0.726,22.91,0.527,52.72,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (52.72%). Review mapped CIP education pathways for this occupation.,Software Developer,78.59142349768898,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_044,Software Developer,Speaking,3.12,3.62,0.0,0.6739999999999999,22.91,0.496,49.6,2,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,78.59142349768898,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_045,Delivery Driver,Active Learning,2.12,2.0,0.0,0.41200000000000003,37.05,0.395,39.54,1,1,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Active Learning as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Delivery Driver,83.81027802001174,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_045,Delivery Driver,Learning Strategies,2.0,1.62,0.0,0.362,37.05,0.365,36.54,2,1,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Learning Strategies as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Delivery Driver,83.81027802001174,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_045,Delivery Driver,Science,1.12,0.12,0.0,0.12400000000000001,37.05,0.223,22.26,3,1,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Science as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Delivery Driver,83.81027802001174,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_046,Software Developer,Active Listening,3.38,3.88,0.0,0.726,22.91,0.527,52.72,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (52.72%). Review mapped CIP education pathways for this occupation.,Software Developer,63.85785618221891,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_046,Software Developer,Speaking,3.12,3.62,0.0,0.6739999999999999,22.91,0.496,49.6,2,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,63.85785618221891,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_046,Software Developer,Monitoring,3.0,3.5,0.0,0.6499999999999999,22.91,0.482,48.16,3,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Monitoring as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,63.85785618221891,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_047,Office Manager,Science,1.0,0.0,0.0,0.1,52.86,0.271,27.14,1,13,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Science as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Office Manager,98.56115107913668,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_048,Software Developer,Active Listening,3.38,3.88,0.0,0.726,22.91,0.527,52.72,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (52.72%). Review mapped CIP education pathways for this occupation.,Software Developer,63.85785618221891,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_048,Software Developer,Speaking,3.12,3.62,0.0,0.6739999999999999,22.91,0.496,49.6,2,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,63.85785618221891,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_048,Software Developer,Monitoring,3.0,3.5,0.0,0.6499999999999999,22.91,0.482,48.16,3,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Monitoring as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,63.85785618221891,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_049,"Driver, Truck",Active Listening,2.88,3.0,0.0,0.588,88.8,0.708,70.8,1,1,True,CIP pathway available,Review mapped CIP education pathways,High,High,Prioritize developing Active Listening. The skill gap has high prescriptive priority (70.80%) and the occupation has high Canadian labour demand (88.80%). Review mapped CIP education pathways for this occupation.,"Driver, Truck",59.29704129754063,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_049,"Driver, Truck",Speaking,3.0,2.88,0.0,0.588,88.8,0.708,70.8,1,1,True,CIP pathway available,Review mapped CIP education pathways,High,High,Prioritize developing Speaking. The skill gap has high prescriptive priority (70.80%) and the occupation has high Canadian labour demand (88.80%). Review mapped CIP education pathways for this occupation.,"Driver, Truck",59.29704129754063,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_049,"Driver, Truck",Mathematics,2.0,1.88,0.0,0.388,88.8,0.588,58.8,2,1,True,CIP pathway available,Review mapped CIP education pathways,Medium,High,Consider developing Mathematics because the target occupation shows high Canadian labour demand (88.80%). Review mapped CIP education pathways for this occupation.,"Driver, Truck",59.29704129754063,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_050,Administrative Assistant,Mathematics,2.0,1.62,0.0,0.362,43.85,0.393,39.26,1,2,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Mathematics as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Administrative Assistant,93.24415087378512,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_050,Administrative Assistant,Science,1.0,0.0,0.0,0.1,43.85,0.235,23.54,2,2,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Science as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Administrative Assistant,93.24415087378512,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_051,Administrative Assistant,Active Listening,4.0,3.75,0.0,0.775,43.85,0.64,64.04,1,2,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Active Listening as a medium-priority skill gap (64.04%). Review mapped CIP education pathways for this occupation.,Administrative Assistant,47.92640602392768,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_051,Administrative Assistant,Speaking,4.0,3.62,0.0,0.762,43.85,0.633,63.26,2,2,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Speaking as a medium-priority skill gap (63.26%). Review mapped CIP education pathways for this occupation.,Administrative Assistant,47.92640602392768,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_051,Administrative Assistant,Monitoring,3.12,3.25,0.0,0.637,43.85,0.558,55.76,3,2,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Monitoring as a medium-priority skill gap (55.76%). Review mapped CIP education pathways for this occupation.,Administrative Assistant,47.92640602392768,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_052,Software Developer,Active Listening,3.38,3.88,0.0,0.726,22.91,0.527,52.72,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (52.72%). Review mapped CIP education pathways for this occupation.,Software Developer,78.59142349768898,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_052,Software Developer,Speaking,3.12,3.62,0.0,0.6739999999999999,22.91,0.496,49.6,2,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,78.59142349768898,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_053,Bookkeeper,Active Listening,3.25,3.75,0.0,0.7,29.92,0.54,53.97,1,1,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (53.97%). Review mapped CIP education pathways for this occupation.,Bookkeeper,58.07100214011835,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_053,Bookkeeper,Speaking,3.12,3.12,0.0,0.624,29.92,0.494,49.41,2,1,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Bookkeeper,58.07100214011835,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_053,Bookkeeper,Monitoring,3.0,2.88,0.0,0.588,29.92,0.472,47.25,3,1,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Monitoring as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Bookkeeper,58.07100214011835,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_054,Office Manager,Science,1.0,0.0,0.0,0.1,52.86,0.271,27.14,1,13,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Science as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Office Manager,98.56115107913668,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_055,Office Manager,Speaking,4.0,4.0,0.0,0.8,52.86,0.691,69.14,1,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Speaking as a medium-priority skill gap (69.14%). Review mapped CIP education pathways for this occupation.,Office Manager,67.68692820373954,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_055,Office Manager,Active Listening,4.0,3.88,0.0,0.788,52.86,0.684,68.42,2,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Active Listening as a medium-priority skill gap (68.42%). Review mapped CIP education pathways for this occupation.,Office Manager,67.68692820373954,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_055,Office Manager,Mathematics,2.75,2.75,0.0,0.55,52.86,0.541,54.14,3,13,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Mathematics as a medium-priority skill gap (54.14%). Review mapped CIP education pathways for this occupation.,Office Manager,67.68692820373954,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_056,Administrative Assistant,Mathematics,2.0,1.62,0.0,0.362,43.85,0.393,39.26,1,2,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Mathematics as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Administrative Assistant,93.24415087378512,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_056,Administrative Assistant,Science,1.0,0.0,0.0,0.1,43.85,0.235,23.54,2,2,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Science as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Administrative Assistant,93.24415087378512,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_057,Software Developer,Monitoring,3.0,3.5,0.0,0.6499999999999999,22.91,0.482,48.16,1,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Monitoring as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,90.46304797615562,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_058,Administrative Assistant,Monitoring,3.12,3.25,0.0,0.637,43.85,0.558,55.76,1,2,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Monitoring as a medium-priority skill gap (55.76%). Review mapped CIP education pathways for this occupation.,Administrative Assistant,82.63679298749386,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_058,Administrative Assistant,Mathematics,2.0,1.62,0.0,0.362,43.85,0.393,39.26,2,2,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Mathematics as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Administrative Assistant,82.63679298749386,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_058,Administrative Assistant,Science,1.0,0.0,0.0,0.1,43.85,0.235,23.54,3,2,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Science as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Administrative Assistant,82.63679298749386,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_059,Software Developer,Active Listening,3.38,3.88,0.0,0.726,22.91,0.527,52.72,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (52.72%). Review mapped CIP education pathways for this occupation.,Software Developer,69.0544714738446,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_059,Software Developer,Speaking,3.12,3.62,0.0,0.6739999999999999,22.91,0.496,49.6,2,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,69.0544714738446,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_059,Software Developer,Monitoring,3.0,3.5,0.0,0.6499999999999999,22.91,0.482,48.16,3,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Monitoring as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,69.0544714738446,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_060,Software Developer,Active Listening,3.38,3.88,0.0,0.726,22.91,0.527,52.72,1,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Active Listening as a medium-priority skill gap (52.72%). Review mapped CIP education pathways for this occupation.,Software Developer,58.54757428250029,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_060,Software Developer,Writing,3.25,3.62,0.0,0.687,22.91,0.504,50.38,2,20,True,CIP pathway available,Review mapped CIP education pathways,Medium,Lower,Consider developing Writing as a medium-priority skill gap (50.38%). Review mapped CIP education pathways for this occupation.,Software Developer,58.54757428250029,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_060,Software Developer,Speaking,3.12,3.62,0.0,0.6739999999999999,22.91,0.496,49.6,3,20,True,CIP pathway available,Review mapped CIP education pathways,Lower,Lower,Consider developing Speaking as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Software Developer,58.54757428250029,Moderate recommendation based on combined candidate profile similarity and O*NET skill alignment.
Candidate_062,Administrative Assistant,Mathematics,2.0,1.62,0.0,0.362,43.85,0.393,39.26,1,2,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Mathematics as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Administrative Assistant,93.24415087378512,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_062,Administrative Assistant,Science,1.0,0.0,0.0,0.1,43.85,0.235,23.54,2,2,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Science as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Administrative Assistant,93.24415087378512,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_063,Administrative Assistant,Monitoring,3.12,3.25,0.0,0.637,43.85,0.558,55.76,1,2,True,CIP pathway available,Review mapped CIP education pathways,Medium,Moderate,Consider developing Monitoring as a medium-priority skill gap (55.76%). Review mapped CIP education pathways for this occupation.,Administrative Assistant,82.63679298749386,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_063,Administrative Assistant,Mathematics,2.0,1.62,0.0,0.362,43.85,0.393,39.26,2,2,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Mathematics as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Administrative Assistant,82.63679298749386,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
Candidate_063,Administrative Assistant,Science,1.0,0.0,0.0,0.1,43.85,0.235,23.54,3,2,True,CIP pathway available,Review mapped CIP education pathways,Lower,Moderate,Consider developing Science as an additional skill for the target occupation. Review mapped CIP education pathways for this occupation.,Administrative Assistant,82.63679298749386,Strong match based on both baseline candidate features and weighted O*NET skill alignment.
